# 0.01
idx	x	y	z	r_solid	r_surf
9	364	216	39	1.00819	1.92426
10	364	217	39	1.10927	1.75563
11	364	218	39	1.043	1.62587
12	364	219	39	0.966597	1.44323
13	364	220	39	1.01886	1.88524
14	364	221	39	1.03087	1.43099
15	364	222	39	0.915152	1.28444
16	364	223	39	1.21643	1.8273
17	363	224	40	1.15165	1.77025
18	363	225	40	0.985983	1.28345

# 6.02
idx	x	y	z	r_solid	r_surf
0	363	226	40	1.05786	1.57843
1	363	227	40	0.843781	0
2	363	228	40	0.925908	1.38479
3	364	229	41	1.07774	1.65793
4	365	230	41	1.35001	1.76791
5	366	231	41	1.28065	2.04484
6	367	232	41	1.51535	2.09956
7	367	233	41	1.11518	1.69528
8	367	234	41	1.03471	1.60143
9	367	235	41	1.14653	1.70323
10	368	236	40	1.00514	1.39963
11	369	237	40	0.869051	1.2535
12	370	238	40	0.854291	1.24816
13	371	238	40	0.905319	1.2469
14	372	237	39	1.01585	1.34388
15	373	237	39	1.20083	1.64002
16	374	238	39	0.893027	1.36612
17	375	239	39	1.0352	1.59134
18	376	240	39	1.03364	1.58095
19	377	241	39	1.0403	1.58224
20	378	242	39	1.04174	1.5717
21	379	243	39	0.96254	1.49488
22	380	244	39	1.09434	1.66223
23	380	245	39	1.02889	1.3754
24	381	245	39	1.13666	2.22452
25	382	246	39	1.08207	1.67158
26	383	247	39	0.793986	1.07643
27	384	248	38	0.916435	1.25836
28	385	248	38	0.826121	0
29	386	248	38	1.15307	1.69579
30	387	249	38	0.911511	1.19226
31	388	249	38	0.700735	0
32	389	249	38	0.939696	1.35088
33	390	249	37	0.978196	1.39639
34	391	249	37	1.00064	1.4765
35	392	250	37	1.06274	1.5363
36	393	250	37	0.958644	1.38334
37	394	251	37	0.849986	1.26557
38	394	252	37	0.942191	1.38974
39	395	253	36	1.09966	1.62083
40	396	253	36	1.1829	2.29096
41	397	253	36	1.29247	2.59057
42	398	253	36	1.2986	1.81506
43	399	253	36	1.34889	1.96509
44	400	253	36	1.32154	1.97185
45	401	253	36	0.756715	0.922237
46	402	253	35	1.03554	1.28496
47	403	253	35	0.721615	1.07303
48	404	254	35	1.95155	1.99588
49	405	254	35	0.46362	0.592431
50	406	254	35	0.351241	0.351241
51	407	255	34	0.320861	0.320861
52	408	256	34	2.57198	2.57198
53	409	256	34	0.274667	0.274667
54	410	257	34	1.70353	1.70353
55	411	257	34	0.391545	0.391545
56	412	257	34	0.593366	0.833554
57	413	258	34	0.706011	0.873838
58	414	259	34	0.994523	1.31597
59	415	259	34	0.541106	0.716489
60	416	260	33	0.974491	1.40984
61	416	261	33	0.666765	1.06677
62	416	262	33	1.10818	1.49617
63	417	263	32	0.811661	1.26495
64	417	263	32	0	0
65	418	264	32	0.993102	1.2699
66	419	264	31	0.764857	0.98581
67	420	264	31	1.18722	1.04514
68	421	264	32	1.11225	0.907019
69	422	264	32	1.37443	1.34932
70	423	265	31	0.91188	0.91188
71	424	266	31	0.670879	0.670879
72	425	266	31	1.52436	1.39416
73	426	267	31	1.40166	1.40166
74	427	268	31	1.61628	1.61628
75	428	269	31	1.3974	1.3974
76	429	270	31	0.659668	0.659668
77	430	271	31	0.425676	0.54546
78	431	271	31	0.508451	0.613431
79	432	271	31	1.36132	2.08778
80	433	272	30	0.889288	1.15204
81	434	273	30	0.829452	1.16253
82	435	273	30	0.935658	1.17511
83	436	274	29	0.97898	1.47907
84	437	274	29	1.10454	1.66867
85	438	274	29	1.04681	1.92517
86	439	274	29	0.988749	1.8897
87	440	273	29	0.984254	1.68408

# 7.02
idx	x	y	z	r_solid	r_surf
0	365	205	46	0.979138	1.46518
1	366	205	46	0.789757	1.40793
2	367	205	46	0.78034	1.07809
3	368	205	45	0.998898	1.76898
4	369	205	45	0.81102	1.18246
5	370	204	45	0.991736	1.29467
6	371	204	45	0.571357	0.452
7	372	204	45	0.499529	0.635953
8	373	205	44	0.928591	1.38638
9	374	205	44	0.486099	0.641723
10	375	205	44	0.799382	1.02796
11	376	205	43	0.876458	1.30577
12	377	205	43	0.901407	1.59462
13	378	205	43	1.05054	1.46132
14	379	206	43	1.11235	1.63269
15	380	206	43	1.16427	1.82252
16	381	206	43	1.29292	1.97392
17	382	206	43	1.29214	1.90995
18	383	206	43	1.17868	1.94265
19	384	206	43	1.34046	1.92438
20	385	205	42	1.05761	1.51646
21	386	205	42	0.856407	1.80664
22	387	205	42	1.34735	1.75743
23	388	204	41	0.579604	0.768203
24	389	204	41	0.672246	1.00817
25	390	205	42	0.981863	1.0611
26	391	205	42	0.640989	0.727627
27	392	205	41	0.632773	0.815164
28	392	206	41	1.04178	1.49621
29	393	207	41	1.38679	1.88475
30	394	208	41	1.28987	1.43654
31	395	208	41	0	0
32	396	208	41	0.443861	0.443861
33	397	207	41	0.565328	0.646089
34	398	207	41	0.351664	0.468885
35	399	207	40	0.455195	0.53802
36	400	207	39	0.331552	0.331552
37	401	207	39	0.377908	0.377908
38	402	207	39	0.386431	0.386431
39	403	207	39	0.329	0.329
40	404	208	40	0.456315	0.456315
41	405	208	40	0.377908	0.377908
42	406	208	40	0.391545	0.391545
43	407	208	40	0.386431	0.526861
44	408	208	40	0.433241	0.433241
45	409	209	40	0.291328	0.291328
46	410	208	39	0.647249	0.647249
47	411	209	39	0.650182	0.650182
48	412	209	39	0.756144	0.783772
49	413	208	39	0.713798	0.897244
50	413	208	39	0	0
51	414	207	39	0.43673	0.515241
52	415	207	39	0.541684	0.566861
53	416	207	39	0.524748	0.634557
54	417	208	39	0.674542	0.916482
55	418	209	39	0.565392	0.693149
56	419	209	39	0.489064	0.625908
57	420	209	39	0.433241	0.526861
58	421	209	39	0.541648	0.607348
59	422	210	39	0.246	0.246
60	423	210	39	0	0
61	424	210	38	0.206	0.206
62	425	211	38	0	0
63	426	211	38	0.246	0.246
64	427	211	38	0.437489	0.437489
65	428	212	38	0	0
66	429	212	38	0.351241	0.351241
67	430	211	37	0.476182	0.476182
68	431	210	37	0.725319	0.725319
69	432	209	37	0.331552	0.331552
70	433	208	38	0.301333	0.301333
71	434	209	37	0.329	0.329
72	435	209	37	0.478689	0.566127
73	436	210	37	0.625407	0.84327
74	437	210	37	0.562081	0.772861
75	438	210	37	0.562081	0.816574
76	439	210	37	0.726647	1.01468
77	440	210	37	0.656669	0.91305
78	441	210	37	0.650864	0.865357
79	442	211	36	0.789828	1.09987
80	443	211	36	0.714759	0.985847
81	444	211	36	0.723285	1.08749
82	445	211	36	0.700679	1.01053
83	446	212	35	0.688344	0.942969
84	447	212	35	1.0722	1.67707
85	448	211	35	0.687695	0.876793
86	449	211	35	0.662581	0.933743
87	450	211	35	0.53346	0.747718
88	451	211	35	1.16321	1.41442
89	452	211	35	1.25727	1.48862
90	453	211	35	0.917476	0.981434
91	454	211	34	0.819225	1.05988
92	455	211	34	0.649362	0.862776
93	456	212	34	0.856613	1.16843
94	457	213	34	1.62381	1.99555
95	457	213	34	0	0
96	458	213	33	1.12838	1.40634
97	459	213	33	1.12507	1.49318
98	460	213	33	1.1707	1.4628
99	461	213	33	0.984226	1.13428
100	462	213	33	1.22939	1.4868
101	463	212	33	0.699077	0.960398
102	464	212	33	0.633359	0.964693
103	465	212	33	0.776395	1.18939
104	466	212	33	0.869552	1.24398
105	467	212	33	0.766488	1.33498
106	468	212	33	0.725985	1.03864
107	469	212	32	0.91415	1.3419
108	470	212	32	0.845019	1.34462
109	471	212	32	0.824399	1.17949
110	472	212	32	0.816907	1.32666
111	473	213	32	1.08011	1.56745
112	474	213	31	1.0996	1.66496
113	475	213	31	1.03273	1.42548
114	476	213	30	1.04568	1.44521
115	477	213	30	0.96426	1.56458
116	478	213	30	1.082	1.64073
117	479	213	30	1.04691	1.62638
118	480	213	30	1.04497	1.60665
119	481	213	30	1.05003	1.63586
120	482	213	30	0.948554	1.50363
121	483	213	30	1.00782	1.60022
122	484	214	30	0.842646	1.07738
123	485	214	30	0.611893	0.765727
124	486	213	29	1.03942	1.23378
125	487	213	29	0.581943	0.783405
126	488	213	29	0.77423	1.031
127	489	212	29	1.02389	1.30757
128	490	212	29	0.957383	1.47977
129	491	211	29	0.908535	1.32462
130	492	211	29	0.893344	1.3538
131	493	210	29	0.789476	1.06907
132	494	210	29	0.706314	1.04255
133	495	211	29	0.974908	1.26844
134	496	211	29	0.79404	1.14502
135	497	211	29	0.882652	1.3547
136	498	211	28	0.895125	1.29157
137	499	211	28	1.13376	1.53109
138	500	212	29	0.782362	1.10874
139	501	212	29	1.00794	1.41242
140	502	212	28	0.708706	1.19759
141	503	212	28	0.811543	1.15474
142	504	211	28	1.00277	1.33438
143	505	210	28	1.22564	1.63532
144	506	210	28	1.04548	1.62329
145	507	210	28	1.03081	1.66339
146	508	210	28	1.24015	1.829
147	509	210	27	1.10866	1.72161
148	510	210	27	1.13099	1.66077
149	511	210	26	0.894767	1.442
150	511	210	25	0.968886	1.28188
151	511	210	24	0.799775	0.868834

# 8.02
idx	x	y	z	r_solid	r_surf
0	362	205	39	0.906033	1.648
1	362	205	40	0.954778	0
2	362	205	41	1.1401	1.84372
3	363	205	42	0.948179	1.47875
4	364	205	43	1.04814	1.54486
5	364	205	44	0.934032	1.648
6	364	205	45	0.818712	0

# 9.02
idx	x	y	z	r_solid	r_surf
0	355	167	29	1.89764	2.94226
1	355	168	29	1.8477	3.12018
2	356	169	29	1.63379	2.4335
3	356	170	29	1.54735	2.65903
4	356	171	29	1.52636	2.27423
5	356	172	29	1.33067	2.17149
6	356	173	29	1.24604	1.86451
7	357	174	30	1.06426	1.486
8	357	175	31	1.56028	2.34184
9	357	176	31	1.28661	1.96919
10	358	177	31	1.07548	1.55881
11	358	178	31	1.05355	1.59718
12	359	179	32	1.05946	1.5111
13	360	180	32	0.804786	1.18465
14	361	181	32	0.722599	1.05354
15	361	182	32	0.889809	1.26286
16	360	183	33	0.889944	1.12363
17	360	184	33	0.750021	1.15716
18	360	185	33	1.24773	1.33924
19	361	186	34	1.02612	1.35297
20	362	187	34	0.662253	0.777062
21	363	188	33	0.753528	1.05574
22	363	189	33	0.559462	0.697886
23	363	190	33	0.606822	0.900677
24	363	191	33	0.485086	0.485086
25	363	192	33	0.377908	0.377908
26	363	193	33	0.274667	0.274667
27	362	194	34	0.624047	0.73112
28	361	195	35	0.752971	1.11876
29	361	196	35	0.794681	1.14337
30	361	197	35	0.777803	1.17525
31	361	198	35	0.949767	1.3365
32	361	199	36	0.938858	1.39286
33	361	200	36	1.06145	1.62531
34	361	201	36	1.1042	1.59902
35	361	202	36	1.08348	1.54313
36	362	203	36	1.06055	1.51089
37	362	204	36	1.13327	1.62829
38	362	205	37	1.07086	1.87502
39	362	206	38	1.25919	2.15197

# 10.02
idx	x	y	z	r_solid	r_surf
0	440	272	29	1.13016	1.70319
1	439	271	29	0.991553	1.53242
2	439	270	29	1.05907	1.59187
3	438	269	29	1.03333	1.52129
4	438	268	29	0.995231	1.44643
5	438	267	29	1.32437	1.70195
6	439	266	29	0.459313	0.246

# 11.02
idx	x	y	z	r_solid	r_surf
0	441	274	29	1.38147	1.94877
1	441	275	29	0.952037	1.53242
2	441	276	29	1.08352	1.70419
3	442	277	29	1.08672	1.53242
4	443	278	29	1.19217	1.79965

# 12.02
idx	x	y	z	r_solid	r_surf
0	305	132	27	0.448417	0.448417
1	306	133	27	0	0
2	307	133	27	0.588899	0.588899
3	308	133	27	0.604062	0.616462
4	308	134	27	0.5262	0.55475
5	309	135	28	0.599402	0.742158
6	310	136	28	0.805485	1.15631
7	311	137	28	0.975861	1.32943
8	312	138	29	0.82494	1.15915
9	313	139	29	0.910718	1.38253
10	314	140	29	1.2921	1.76247
11	315	140	29	0.782661	1.21122
12	316	140	29	0.815427	1.11594
13	317	141	29	0.745324	1.02427
14	318	142	29	0.906111	1.33501
15	318	143	29	1.04584	1.58733
16	318	144	29	1.00331	1.33992
17	318	145	29	1.07508	1.26114
18	318	146	29	1.04581	1.65541
19	318	147	29	0.9485	1.35791
20	319	148	29	0.71903	1.05361
21	320	148	29	0.741601	1.19116
22	321	148	29	0.766474	1.03108
23	322	148	29	1.03752	1.5854
24	323	149	29	0.836432	1.15972
25	324	150	29	0.808373	1.09286
26	325	151	29	0.887684	1.1936
27	326	151	29	0.917683	1.51106
28	327	151	29	0.977116	1.41893
29	328	150	29	0.842114	1.1623
30	329	150	29	0.735398	1.05361
31	330	151	29	1.1173	1.74056
32	331	151	29	0.912988	1.241
33	332	151	29	0.763351	1.28345
34	333	151	29	0.773826	1.05964
35	334	152	30	1.1725	1.84492
36	335	152	30	0.733919	1.09134
37	336	152	30	0.724372	0.900818
38	337	153	29	0.800354	1.227
39	338	154	29	0.933686	1.52184
40	339	154	29	0.814483	1.11777
41	339	155	29	0.984786	1.483
42	340	156	29	0.947541	1.45866
43	341	156	29	0.747487	0.94685
44	342	157	29	1.18364	1.24991
45	342	158	30	1.06921	1.63073
46	342	159	30	0.982285	1.36742
47	343	160	29	1.28162	1.24369
48	343	161	30	0.72523	0.641723
49	343	162	30	0.829138	1.11413
50	344	162	30	0.809855	1.52519
51	345	163	30	0.998569	1.44699
52	346	163	30	1.15045	1.84548
53	347	163	30	1.44965	2.30885
54	348	163	30	1.55196	2.48512
55	349	163	30	1.5622	2.29511
56	350	163	30	1.56383	2.24044
57	351	164	29	1.75002	2.72173
58	352	164	29	1.21278	2.42492
59	353	164	29	1.57246	2.65073
60	354	165	28	1.79784	2.79781
61	355	165	28	1.12234	0
62	356	166	28	1.61849	2.7722

# 13.02
idx	x	y	z	r_solid	r_surf
0	357	165	28	1.6328	2.70093
1	358	164	28	1.72993	2.77865
2	359	163	28	1.78492	2.6115
3	360	162	28	1.59155	2.62836
4	361	161	28	1.59903	2.4091
5	362	160	29	1.61271	2.3851
6	363	160	29	1.2394	2.0721
7	364	160	29	1.38664	2.19655
8	365	159	29	1.33996	2.18297
9	366	158	28	1.5592	2.25536
10	367	157	29	1.45762	2.11682
11	368	157	29	1.47264	2.10981
12	369	156	28	1.49472	2.43273
13	370	155	28	1.48372	2.38576
14	371	154	28	1.53581	2.34087
15	372	153	28	1.41249	2.17007
16	373	152	28	1.39719	1.97137
17	374	152	28	1.46342	2.3353
18	375	151	28	1.42868	2.16631
19	376	150	28	1.35275	2.13718
20	377	149	28	1.50915	2.28761
21	378	148	29	1.23906	1.90002
22	379	147	29	1.26954	1.8626
23	380	146	29	1.44269	2.04015
24	381	145	29	1.44699	2.07292
25	382	144	29	1.44293	2.07832
26	383	143	29	1.26588	1.924
27	384	142	29	1.32142	2.00957
28	385	141	28	1.52907	2.42334
29	386	140	28	1.33232	1.95498
30	387	139	29	1.178	1.78716
31	387	138	29	1.08504	1.6085
32	388	137	28	1.22993	1.8629
33	388	136	28	0.997544	1.46043
34	389	135	29	1.17108	1.81843
35	389	134	29	1.01632	1.59004
36	390	133	29	1.10302	1.67396
37	391	132	29	1.13531	1.7625
38	391	131	29	0.881655	1.23562
39	392	130	30	0.889256	1.27336
40	393	129	30	0.89124	1.34765
41	394	128	30	0.757136	1.03225
42	395	127	30	0.625651	1.01324
43	395	126	30	0.737961	1.00222
44	396	125	30	0.762214	1.05291
45	397	124	30	0.800587	1.1289
46	398	123	30	0.681909	0.953985
47	398	122	30	0.662105	0.917545
48	399	121	30	0.594404	0.827979
49	399	120	30	0.677256	1.00228
50	400	119	30	0.639345	0.871146
51	401	119	30	0.569805	0.84759
52	402	118	30	0.728715	0.958123
53	402	117	30	0.806185	1.39969
54	402	116	30	0.718509	1.06751
55	402	115	30	0.836486	1.06788
56	403	114	31	0.647943	0.868751
57	404	113	31	0.865044	1.243
58	405	112	31	0.612103	0.909421
59	406	111	31	0.763147	1.10347
60	406	110	31	0.716771	0.959708
61	406	109	31	0.713061	1.15061
62	406	108	31	0.700299	1.06677
63	406	107	31	0.726428	1.13372
64	405	106	30	0.848378	1.24749

# 14.02
idx	x	y	z	r_solid	r_surf
0	442	279	29	0.986736	1.53242
1	442	280	29	0.948315	1.6327
2	441	281	30	1.13408	1.80279
3	441	282	30	0.795061	1.45509
4	441	283	30	0.804935	1.22325
5	441	284	30	0.650165	1.01324
6	441	285	30	0.79892	0.992522
7	442	286	31	0.637995	0
8	442	287	31	0.644315	0.824
9	442	288	31	0.758495	1.01594
10	442	289	30	0.821754	1.1861
11	442	290	30	0.867306	1.20137
12	443	291	30	0.967636	1.44147
13	443	292	30	0.840135	1.28345
14	443	293	30	0.979933	1.21122
15	443	294	30	1.06758	1.70709
16	443	295	30	1.09212	1.87772
17	443	296	30	1.11816	1.85108
18	443	297	30	1.28914	1.87247
19	442	298	31	1.07455	1.56691
20	441	298	31	1.1182	1.68914
21	440	299	32	0.835877	1.18312
22	439	300	32	0.872851	1.37265
23	438	301	32	0.591547	0.914683
24	438	302	32	0.753166	1.11962
25	437	303	32	0.625191	0.930334
26	436	303	32	0.639697	0.916875
27	435	304	32	0.65202	0.889285
28	435	305	32	0.694117	1.0349
29	435	306	33	0.717809	1.10989
30	435	307	33	0.848283	1.13123
31	434	307	33	0.651392	1.06677
32	433	307	33	0.768302	1.17101
33	432	308	34	0.969701	1.36872
34	432	309	34	0.863463	0
35	432	310	34	0.81341	1.28345
36	432	311	34	0.845919	1.1378
37	431	312	34	0.553823	0.788009
38	430	312	34	0.63149	0.86181
39	429	312	34	0.704783	0
40	428	312	34	0.947601	1.1916
41	427	313	35	0.873804	1.37586
42	426	314	35	0.65202	0.954989
43	425	314	35	1.0516	1.56248
44	424	315	36	0.964652	1.40027
45	423	316	36	0.755265	1.05201
46	422	317	36	0.550219	0.788009
47	421	317	36	0.584888	0.732861
48	420	317	36	1.01337	1.45257
49	419	318	37	0.593359	0.818502
50	418	318	37	0.634069	1.01467
51	417	318	37	0.94006	1.55486
52	416	319	38	0.629125	0.888422
53	415	319	38	0.719778	1.04064
54	414	319	38	0.801383	0.959708
55	413	319	38	0.822924	1.1896
56	412	319	38	0.941915	1.40973
57	411	318	38	1.08952	1.62289
58	410	318	38	0.910421	1.648
59	409	318	38	0.937854	1.49668
60	408	318	38	1.04237	1.46525
61	407	317	39	0.789317	1.08968
62	406	317	39	0.806195	1.37074
63	405	316	39	0.556522	0.641723
64	404	316	39	0.657831	0.887351
65	403	317	39	0.658024	0.957924
66	402	318	39	0.815261	1.26492
67	402	319	39	0.724657	0
68	402	320	39	0.961631	1.30099
69	401	321	39	0.704338	0.952729
70	400	321	39	0.602114	0.959708
71	399	321	39	0.818074	1.18439
72	398	320	39	1.08435	1.78604
73	397	319	39	0.887091	1.34479
74	397	318	39	0.903528	1.22192
75	396	318	39	0.826011	1.30688
76	395	318	39	0.885615	1.43137
77	394	318	39	1.05291	1.42848
78	393	318	39	1.15428	1.77311
79	392	318	39	1.10485	1.48003
80	391	318	39	0.938529	1.25688
81	390	318	39	1.07039	1.49832
82	389	318	40	1.12415	1.66382
83	388	318	40	0.966607	1.57986
84	387	318	40	1.1209	1.63853
85	386	318	40	1.06965	1.69383
86	385	318	40	0.858274	1.40793

# 15.02
idx	x	y	z	r_solid	r_surf
0	498	155	0	0.206	0.206
1	497	156	0	0.206	0.206
2	496	157	0	0	0
3	496	158	0	0.206	0.206
4	497	159	0	0.206	0.206
5	497	160	0	0.366431	0.366431
6	497	161	0	0.504082	0.472693
7	497	162	0	0.502394	0.494685
8	498	163	0	0.553568	0.685313
9	498	164	0	0.608246	0.739754
10	498	165	0	0.550931	0.658
11	498	166	0	0.558213	0.678937
12	499	167	0	0.599547	0.761357
13	500	168	0	0.716618	0.910674
14	500	169	0	0.863923	1.33791
15	501	170	0	0.920214	1.33655
16	501	171	0	1.01435	1.68726
17	501	172	0	0.881428	1.42497
18	501	173	0	1.68957	2.41041
19	502	174	0	1.31952	2.09751
20	503	175	0	1.2962	2.07948
21	504	176	0	1.1555	1.84059
22	505	177	0	1.26742	1.78183
23	506	177	0	1.12165	1.66591
24	507	178	0	1.0348	1.64126
25	508	179	0	1.08393	1.5063
26	508	180	0	0.836447	1.38421
27	508	181	0	0.938883	1.39755
28	507	182	0	1.43106	2.77232
29	507	183	0	1.41596	2.34618
30	507	184	0	1.28913	1.92954
31	508	185	0	0.87686	1.28108
32	508	186	0	0.862741	1.29138
33	508	187	0	1.00185	1.51523
34	508	188	0	0.961016	1.50968
35	508	189	0	0.937375	1.39863
36	507	190	0	1.03405	1.35056
37	507	191	0	0.608246	0.739385
38	507	192	0	0.484205	0.638639
39	508	193	1	0.790012	1.05392
40	508	194	1	0.673973	1.08057
41	508	195	1	0.644543	0.999631
42	508	196	1	0.714224	1.0538
43	508	197	1	0.861094	1.17933
44	508	198	1	0.821856	1.36326
45	508	199	1	0.765703	1.1293
46	508	200	1	0.762585	1.04804
47	507	201	2	0.699764	0.950623
48	507	202	3	0.841951	1.1079
49	507	203	3	0.610192	0.784321
50	507	204	3	0.441635	0.565148
51	507	205	3	0.559462	0.785236
52	507	206	3	0.668589	0.875961
53	508	207	3	0.577129	0.762596
54	508	208	3	1.10042	1.40054
55	509	208	3	0.812696	1.23563
56	510	209	3	0.878758	1.08761
57	511	210	3	0.6888	1.23
58	511	211	3	0.897513	1.18186
59	511	212	3	1.18992	1.148
60	511	213	3	1.19724	1.6503
61	511	214	3	1.35673	1.96259
62	511	215	4	1.27223	1.90499
63	511	216	4	1.01203	1.77127
64	511	217	4	1.08894	1.71322
65	511	218	4	1.13831	1.60881
66	511	219	5	0.889471	1.60431
67	510	220	6	1.22907	1.71502
68	510	221	6	1.05818	1.96611
69	510	222	6	1.01478	1.52518
70	510	223	7	1.00818	1.3473
71	510	224	7	0.597632	1.28345
72	510	225	7	0.665538	0.808578
73	510	226	7	0.524626	0.632431
74	509	227	7	0.836499	1.12182
75	509	228	7	0.622512	0.793148
76	508	229	8	0.705701	1.04561
77	507	230	9	0.701653	0.899221
78	506	231	10	0.519777	0.854247
79	506	232	10	0.679505	0.95772
80	506	233	11	0.642394	0.889722
81	506	234	11	0.584151	1.06677
82	506	235	11	1.02837	1.67062
83	505	236	12	0.91473	1.26664
84	505	237	12	1.15825	1.64081
85	506	238	11	1.13766	1.98223
86	506	239	11	1.30384	2.18744
87	506	240	12	1.4104	2.07563
88	506	241	12	1.67993	2.68956
89	505	242	12	1.08025	0
90	505	243	12	2.82885	4.01404
91	504	243	12	1.23129	1.90486
92	503	244	13	1.58533	2.72096
93	502	244	13	1.34749	2.13704
94	501	245	14	1.24183	1.86268
95	500	246	15	1.18453	1.82654
96	499	246	15	1.39047	1.91599
97	499	247	15	1.0534	1.66577
98	499	248	16	1.06594	1.68435
99	499	249	16	0.933519	1.45119
100	499	250	17	0.894021	1.54002
101	498	251	18	1.22507	1.29171
102	498	252	18	1.16502	1.31181
103	498	253	19	0	0
104	498	254	19	0.503358	0.206
105	498	255	19	0.530123	0.492924
106	497	256	19	0.753187	0.60271
107	496	257	19	0.472	0.465333
108	495	257	19	1.08726	1.37694
109	494	258	18	1.2234	1.5872
110	493	259	18	1.10772	1.46542
111	492	260	19	1.01565	1.4529
112	492	261	19	0.585769	0.799929
113	491	262	19	0.590319	0.877809
114	490	262	19	1.09757	1.62803
115	490	263	19	0.666317	0.963387
116	489	264	19	1.11501	1.66167
117	489	265	19	0.793293	1.71987
118	489	266	19	0.79511	1.03918
119	488	267	20	0.917143	1.33415
120	487	268	20	1.00444	1.51594
121	486	269	20	0.990166	1.42767
122	485	270	21	0.933216	1.52517
123	484	271	21	0.96897	1.47707
124	483	272	21	0.909675	1.35966
125	483	273	21	0.957748	1.557
126	482	274	21	0.961151	1.34719
127	482	275	21	0.878871	1.2517
128	481	276	21	0.940621	1.36573
129	480	277	21	0.828132	1.27631
130	479	278	21	0.766212	1.21894
131	478	279	21	0.857982	1.21655
132	477	280	22	0.840215	1.18562
133	476	281	22	0.88769	1.23346
134	475	281	22	0.832571	1.1956
135	474	282	22	0.839223	1.29309
136	473	283	23	0.706347	1.04562
137	472	283	23	0.697134	1.139
138	471	283	23	0.812916	1.1495
139	470	282	23	0.873315	1.21433
140	469	281	24	0.653698	0.849368
141	468	281	25	0.539315	0.539315
142	467	281	25	0.618	0.618
143	466	281	24	0.896588	0.735744
144	465	281	24	0.702342	0.568927
145	465	281	24	0	0
146	464	281	24	0.664137	0.664137
147	463	282	25	0.75046	0.737802
148	462	283	25	0.793343	1.04593
149	461	283	25	0.666219	0.932316
150	460	283	25	0.602046	0.81237
151	459	283	26	0.724719	0.930282
152	458	283	26	0.460574	0.452
153	457	284	26	0.788387	1.0865
154	456	284	26	0.656669	0.641723
155	455	284	26	0.877365	1.27421
156	454	285	27	0.980743	1.42586
157	453	285	27	0.960888	1.46524
158	452	285	27	1.13564	1.62239
159	451	286	28	1.12745	1.82415
160	450	287	29	1.05082	1.7255
161	449	288	29	1.1031	1.88425
162	448	289	29	1.52845	2.13046
163	447	289	29	1.09003	1.64019
164	446	288	29	0.90533	1.55435
165	446	288	29	0	0
166	447	287	29	0.815784	0
167	447	286	29	0.900439	1.53242
168	447	285	29	1.04493	1.65713
169	446	284	29	1.28485	2.02986
170	445	284	29	0.82054	1.52519
171	444	283	29	0.87183	1.34795
172	443	282	29	0.687392	0
173	443	281	29	0.735488	0
174	443	280	29	0.727822	1.53242
175	444	279	29	1.32905	1.8594

# 16.02
idx	x	y	z	r_solid	r_surf
0	405	105	30	0.975742	1.39501

# 17.02
idx	x	y	z	r_solid	r_surf
0	367	86	38	0.62825	0.657218
1	368	87	38	0.860887	1.09195
2	369	88	38	1.16944	1.67214
3	370	88	38	1.05823	1.51077
4	371	89	37	1.25498	1.96227
5	372	90	37	1.56879	2.25065
6	373	90	37	1.05087	0
7	374	90	37	1.20045	1.69211
8	375	91	36	1.30627	1.78464
9	376	91	36	1.24266	1.9471
10	377	91	36	1.18811	1.70385
11	378	91	36	1.01618	1.50873
12	379	91	36	0.922953	1.44304
13	380	91	36	0.854566	1.20615
14	381	91	36	0.831401	1.29255
15	382	92	36	0.605221	0
16	383	92	36	1.0326	1.40055
17	383	93	36	0.957126	0.959708
18	383	94	36	0.70379	0.861152
19	382	95	35	0.96719	1.27124
20	382	96	35	1.1941	1.93684
21	382	97	35	1.20743	1.55456
22	383	98	34	0.677513	0.913975
23	384	98	34	0.597241	0.812861
24	385	98	34	0.52561	0.671941
25	386	97	34	0.529852	0.87263
26	387	97	34	0.893868	1.19131
27	387	97	34	0	0
28	388	97	34	1.2959	1.88798
29	389	98	33	0.696039	0.886318
30	390	98	33	0.623631	1.06677
31	391	98	33	0.916057	1.16594
32	392	98	33	0.825313	1.14758
33	393	98	33	1.4118	1.8615
34	394	97	33	0.854388	1.16584
35	395	96	33	1.05112	1.49277
36	396	96	33	0.79986	1.10331
37	397	96	33	0.776832	1.06677
38	398	96	33	0.739289	1.01963
39	399	97	33	1.33612	1.93025
40	400	97	33	0.871656	1.35718
41	401	98	33	1.13563	1.82047
42	402	98	33	0.862424	1.53242
43	403	98	33	1.0929	1.54404
44	403	99	33	1.10259	1.63617
45	404	100	32	0.92494	1.52017
46	404	101	32	0.792206	1.69043
47	403	102	32	1.28441	1.74778
48	403	103	32	1.46262	2.1392
49	403	104	32	1.39976	1.94585
50	404	105	31	0.983364	1.88749

# 18.02
idx	x	y	z	r_solid	r_surf
0	384	317	41	0.915236	1.55252
1	383	316	42	0.695157	0
2	382	316	42	0.657819	0.971854
3	381	316	42	0.732697	0.826967
4	380	316	42	0.843521	0.897439
5	379	315	42	0.754977	0.722061
6	378	315	42	0.636899	0.492
7	377	314	42	0.687832	0.728155
8	376	314	42	0.599416	0.615693
9	375	314	42	0.528574	0.812861
10	374	314	42	0.495906	0.593192
11	373	313	41	0.496581	0.580259
12	372	312	40	1.60862	1.42791

# 19.02
idx	x	y	z	r_solid	r_surf
